dataset,outlier_method,norm,metric,ari_mean,ari_min,ari_max,ari_std,acc_mean,acc_min,acc_max,acc_std,hungarian_acc_mean,hungarian_acc_std,hungarian_acc_min,hungarian_acc_max,silhouette_mean,silhouette_min,silhouette_max,silhouette_std
blood,zscore_2.5,minmax,correlation,0.1097085952547627,0.1097085952547628,0.1097085952547628,1.3877787807814457e-17,0.7683772538141471,0.768377253814147,0.768377253814147,1.1102230246251563e-16,0.6782246879334256,2.220446049250313e-16,0.6782246879334258,0.6782246879334258,0.7701514495199099,0.7701514495199098,0.7701514495199098,1.1102230246251563e-16
cancer,zscore_2.5,minmax,euclidean,0.7949389724970305,0.7949389724970302,0.7949389724970302,3.3306690738754696e-16,0.947483588621444,0.9474835886214442,0.9474835886214442,1.1102230246251563e-16,0.947483588621444,1.1102230246251563e-16,0.9474835886214442,0.9474835886214442,0.360144827049205,0.360144827049205,0.360144827049205,0.0
ecoli,none,standard,minkowski,0.5044582093393373,0.4109682142938584,0.72209733263838,0.0494506447445684,0.823125,0.7827380952380952,0.8482142857142857,0.0123090215311543,0.6472023809523809,0.0389992713897867,0.5595238095238095,0.7946428571428571,0.2702176663487684,0.2457645630064652,0.337354540542913,0.0153604231742911
glass,zscore_robust,minmax,cosine,0.3368827319228559,0.1120162251809262,0.4114101756936094,0.0769151201315095,0.7304999999999999,0.52,0.77,0.0540254569624357,0.6083,0.0532363597553401,0.44,0.69,0.393752071360101,0.3662684086302556,0.4939705203249186,0.0209147605967038
iris,none,none,cosine,0.922241429922698,0.922241429922698,0.922241429922698,2.220446049250313e-16,0.9733333333333332,0.9733333333333334,0.9733333333333334,2.220446049250313e-16,0.9733333333333332,2.220446049250313e-16,0.9733333333333334,0.9733333333333334,0.7485238922885508,0.748523892288551,0.748523892288551,2.220446049250313e-16
iris,zscore_3.5,none,cosine,0.922241429922698,0.922241429922698,0.922241429922698,2.220446049250313e-16,0.9733333333333332,0.9733333333333334,0.9733333333333334,2.220446049250313e-16,0.9733333333333332,2.220446049250313e-16,0.9733333333333334,0.9733333333333334,0.7485238922885508,0.748523892288551,0.748523892288551,2.220446049250313e-16
iris,zscore_robust,none,cosine,0.922241429922698,0.922241429922698,0.922241429922698,2.220446049250313e-16,0.9733333333333332,0.9733333333333334,0.9733333333333334,2.220446049250313e-16,0.9733333333333332,2.220446049250313e-16,0.9733333333333334,0.9733333333333334,0.7485238922885508,0.748523892288551,0.748523892288551,2.220446049250313e-16
iris,zscore_robust_2.5,none,cosine,0.922241429922698,0.922241429922698,0.922241429922698,2.220446049250313e-16,0.9733333333333332,0.9733333333333334,0.9733333333333334,2.220446049250313e-16,0.9733333333333332,2.220446049250313e-16,0.9733333333333334,0.9733333333333334,0.7485238922885508,0.748523892288551,0.748523892288551,2.220446049250313e-16
iris,zscore_robust_3.5,none,cosine,0.922241429922698,0.922241429922698,0.922241429922698,2.220446049250313e-16,0.9733333333333332,0.9733333333333334,0.9733333333333334,2.220446049250313e-16,0.9733333333333332,2.220446049250313e-16,0.9733333333333334,0.9733333333333334,0.7485238922885508,0.748523892288551,0.748523892288551,2.220446049250313e-16
seeds,none,minmax,chebyshev,0.8110809804859893,0.8110809804859893,0.8110809804859893,0.0,0.9333333333333336,0.9333333333333332,0.9333333333333332,2.220446049250313e-16,0.9333333333333336,2.220446049250313e-16,0.9333333333333332,0.9333333333333332,0.3833600414509389,0.3833600414509388,0.3833600414509388,1.1102230246251563e-16
seeds,zscore_3.5,minmax,chebyshev,0.8110809804859893,0.8110809804859893,0.8110809804859893,0.0,0.9333333333333336,0.9333333333333332,0.9333333333333332,2.220446049250313e-16,0.9333333333333336,2.220446049250313e-16,0.9333333333333332,0.9333333333333332,0.3833600414509389,0.3833600414509388,0.3833600414509388,1.1102230246251563e-16
seeds,iqr_1.8,minmax,chebyshev,0.8110809804859893,0.8110809804859893,0.8110809804859893,0.0,0.9333333333333336,0.9333333333333332,0.9333333333333332,2.220446049250313e-16,0.9333333333333336,2.220446049250313e-16,0.9333333333333332,0.9333333333333332,0.3833600414509389,0.3833600414509388,0.3833600414509388,1.1102230246251563e-16
seeds,zscore_robust,minmax,chebyshev,0.8110809804859893,0.8110809804859893,0.8110809804859893,0.0,0.9333333333333336,0.9333333333333332,0.9333333333333332,2.220446049250313e-16,0.9333333333333336,2.220446049250313e-16,0.9333333333333332,0.9333333333333332,0.3833600414509389,0.3833600414509388,0.3833600414509388,1.1102230246251563e-16
seeds,zscore_robust_2.5,minmax,chebyshev,0.8110809804859893,0.8110809804859893,0.8110809804859893,0.0,0.9333333333333336,0.9333333333333332,0.9333333333333332,2.220446049250313e-16,0.9333333333333336,2.220446049250313e-16,0.9333333333333332,0.9333333333333332,0.3833600414509389,0.3833600414509388,0.3833600414509388,1.1102230246251563e-16
seeds,zscore_robust_3.5,minmax,chebyshev,0.8110809804859893,0.8110809804859893,0.8110809804859893,0.0,0.9333333333333336,0.9333333333333332,0.9333333333333332,2.220446049250313e-16,0.9333333333333336,2.220446049250313e-16,0.9333333333333332,0.9333333333333332,0.3833600414509389,0.3833600414509388,0.3833600414509388,1.1102230246251563e-16
vertebral,zscore_robust_2.5,minmax,cosine,0.4898057749711313,0.4795281073955667,0.5033307842409747,0.0057154681875419,0.7322525597269626,0.726962457337884,0.7372013651877133,0.0029110447285378,0.6721160409556315,0.0057365303049139,0.6689419795221843,0.6825938566552902,0.4232159939204424,0.4214262429478522,0.4237309610427633,0.0003432903389052
wine,iqr,minmax,euclidean,0.9477552270733064,0.9477552270733064,0.9477552270733064,1.1102230246251563e-16,0.9813664596273292,0.9813664596273292,0.9813664596273292,0.0,0.9813664596273292,0.0,0.9813664596273292,0.9813664596273292,0.3157287958234431,0.3157287958234431,0.3157287958234431,0.0
wine,iqr,standard,euclidean,0.9477552270733064,0.9477552270733064,0.9477552270733064,1.1102230246251563e-16,0.9813664596273292,0.9813664596273292,0.9813664596273292,0.0,0.9813664596273292,0.0,0.9813664596273292,0.9813664596273292,0.3010147337033009,0.3010147337033009,0.3010147337033009,5.551115123125783e-17
